Price,Number of rooms,Living Area,Terrace,Area of the terrace,Garden,Area of the garden,Surface area of the plot of land,Number of facades,zipcode
1445.0,5.0,313.0,True,15.0,True,689.0,833.0,4.0,1180
239000.0,3.0,125.0,False,0.0,False,0.0,329.0,3.0,5300
329900.0,3.0,110.0,True,12.0,False,0.0,45.0,2.0,2660
649000.0,5.0,280.0,True,25.0,True,327.0,327.0,3.0,1640
349000.0,4.0,300.0,True,30.0,True,640.0,640.0,4.0,6210
595000.0,8.0,396.0,True,78.0,True,650.0,1161.0,4.0,4800
469000.0,4.0,385.0,False,0.0,True,630.0,1493.0,4.0,3300
599000.0,4.0,223.0,False,0.0,False,0.0,1752.0,4.0,2980
450000.0,5.0,240.0,True,80.0,True,1000.0,1647.0,4.0,4260
349000.0,8.0,507.0,True,40.0,True,1140.0,1418.0,4.0,3770
158000.0,3.0,115.0,True,10.0,True,32.0,126.0,2.0,7100
599000.0,4.0,260.0,True,37.0,True,821.0,1036.0,4.0,4802
575000.0,5.0,271.0,True,19.0,False,0.0,104.0,2.0,1731
730000.0,5.0,235.0,False,0.0,False,0.0,1495.0,4.0,1880
290000.0,4.0,183.0,True,45.0,False,0.0,475.0,3.0,4100
495000.0,4.0,200.0,True,20.0,False,0.0,839.0,3.0,3118
745000.0,4.0,202.0,True,35.0,True,275.0,518.0,4.0,1180
299000.0,3.0,150.0,False,0.0,False,0.0,1505.0,4.0,3520
499000.0,4.0,210.0,False,0.0,True,300.0,808.0,4.0,2382
90000.0,3.0,110.0,False,0.0,False,0.0,100.0,3.0,4624
200000.0,3.0,210.0,False,0.0,False,0.0,300.0,3.0,4624
639000.0,4.0,228.0,True,50.0,True,208.0,447.0,3.0,2160
220000.0,4.0,150.0,False,0.0,False,0.0,818.0,3.0,6767
845000.0,5.0,156.0,True,14.0,False,0.0,407.0,3.0,1150
329000.0,3.0,154.0,False,0.0,True,90.0,210.0,2.0,2180
199000.0,6.0,190.0,True,20.0,True,15.0,255.0,3.0,4101
695000.0,3.0,702.0,False,0.0,False,0.0,3839.0,4.0,9680
695000.0,3.0,702.0,False,0.0,False,0.0,3839.0,4.0,9680
230000.0,5.0,200.0,False,0.0,False,0.0,620.0,3.0,3620
360000.0,7.0,339.0,True,25.0,True,200.0,289.0,2.0,6700
360000.0,7.0,339.0,True,25.0,True,200.0,289.0,2.0,6700
543737.0,4.0,216.0,True,9.0,True,53.0,139.0,2.0,1853
402209.0,3.0,102.0,True,12.0,True,20.0,105.0,2.0,1853
445000.0,3.0,210.0,True,30.0,True,450.0,786.0,4.0,1750
180000.0,4.0,158.0,True,27.0,True,210.0,312.0,2.0,4820
320000.0,3.0,140.0,False,0.0,False,0.0,600.0,4.0,6900
750000.0,3.0,350.0,False,0.0,True,890.0,890.0,4.0,4800
425000.0,4.0,271.0,False,0.0,True,50.0,128.0,2.0,2500
479000.0,5.0,251.0,False,0.0,False,0.0,295.0,2.0,3020
650000.0,9.0,370.0,True,8.0,False,0.0,370.0,2.0,1030
149000.0,2.0,85.0,True,20.0,True,280.0,365.0,2.0,4800
197000.0,2.0,98.0,True,20.0,True,140.0,256.0,4.0,1790
515000.0,5.0,265.0,False,0.0,True,35.0,125.0,2.0,2060
460000.0,3.0,231.0,True,35.0,False,0.0,14834.0,4.0,4870
325000.0,4.0,156.0,True,24.0,False,0.0,100.0,3.0,1450
404000.0,2.0,132.0,True,9.0,False,0.0,258.0,3.0,1970
325000.0,3.0,132.0,False,0.0,True,445.0,890.0,3.0,2350
150000.0,1.0,117.0,False,0.0,True,370.0,530.0,2.0,7973
205000.0,3.0,147.0,True,16.0,True,190.0,270.0,2.0,7973
395000.0,3.0,145.0,True,26.0,False,0.0,65.0,2.0,1081
439000.0,2.0,130.0,True,47.0,True,1100.0,1608.0,4.0,1560
239000.0,4.0,231.0,True,54.0,True,140.0,251.0,3.0,4040
279000.0,6.0,180.0,False,0.0,True,47.0,130.0,2.0,4000
225000.0,2.0,90.0,True,25.0,True,200.0,299.0,2.0,1430
369500.0,3.0,130.0,True,40.0,True,700.0,954.0,4.0,4560
475000.0,3.0,170.0,True,26.0,True,50.0,138.0,2.0,8400
335000.0,3.0,131.0,False,0.0,False,0.0,65.0,2.0,2140
399000.0,3.0,165.0,True,42.0,True,700.0,812.0,4.0,4652
195000.0,1.0,92.0,True,26.0,False,0.0,115.0,3.0,4300
475000.0,5.0,315.0,True,53.0,True,900.0,1127.0,4.0,4537
230000.0,3.0,130.0,False,0.0,False,0.0,680.0,4.0,5575
324000.0,4.0,235.0,False,0.0,False,0.0,625.0,2.0,3800
349000.0,3.0,188.0,True,35.0,True,30.0,781.0,4.0,5300
295000.0,5.0,200.0,True,10.0,True,150.0,274.0,2.0,6791
440000.0,5.0,190.0,True,10.0,True,553.0,664.0,4.0,1400
299000.0,4.0,200.0,True,30.0,True,70.0,250.0,4.0,4577
299000.0,4.0,200.0,True,30.0,True,70.0,250.0,4.0,4577
375000.0,5.0,200.0,False,0.0,True,6500.0,7000.0,4.0,4577
235000.0,4.0,260.0,False,0.0,False,0.0,228.0,4.0,5620
449000.0,5.0,210.0,True,9.0,True,212.0,360.0,2.0,1340
69500.0,2.0,85.0,False,0.0,False,0.0,100.0,3.0,7600
460000.0,3.0,155.0,True,44.0,True,280.0,608.0,4.0,1380
875000.0,7.0,620.0,False,0.0,False,0.0,4205.0,4.0,3600
179000.0,2.0,101.0,False,0.0,False,0.0,1570.0,4.0,7642
1250.0,4.0,475.0,True,80.0,True,875.0,1500.0,4.0,2220
129000.0,2.0,85.0,True,5.0,False,0.0,40.0,2.0,3700
560000.0,3.0,194.0,False,0.0,False,0.0,332.0,3.0,3080
210000.0,3.0,200.0,False,0.0,False,0.0,265.0,4.0,2300
499000.0,5.0,310.0,True,23.0,False,0.0,186.0,2.0,4020
310000.0,2.0,105.0,True,25.0,True,500.0,800.0,3.0,4121
120000.0,2.0,95.0,True,12.0,True,240.0,378.0,4.0,4680
249000.0,3.0,182.0,False,0.0,False,0.0,92.0,2.0,4800
549000.0,4.0,274.0,True,50.0,True,1600.0,2177.0,4.0,3700
299000.0,4.0,172.0,True,22.0,False,0.0,122.0,2.0,3620
675000.0,4.0,158.0,True,12.0,True,210.0,305.0,2.0,1410
343000.0,4.0,164.0,True,20.0,True,500.0,775.0,3.0,3300
265000.0,3.0,125.0,True,25.0,False,0.0,72.0,2.0,1730
49000.0,1.0,51.0,False,0.0,False,0.0,40.0,2.0,6140
799000.0,4.0,200.0,True,10.0,False,0.0,617.0,3.0,1880
429000.0,3.0,261.0,True,20.0,True,606.0,606.0,4.0,4053
365000.0,3.0,130.0,True,44.0,False,0.0,260.0,2.0,1650
295000.0,3.0,120.0,True,20.0,True,958.0,958.0,4.0,5537
725000.0,4.0,284.0,True,42.0,True,750.0,1064.0,4.0,1731
4950.0,5.0,1000.0,True,110.0,True,1000.0,1877.0,4.0,1180
395000.0,4.0,260.0,False,0.0,True,440.0,684.0,4.0,3300
160000.0,3.0,115.0,False,0.0,False,0.0,200.0,2.0,4101
219500.0,2.0,80.0,True,21.0,True,95.0,147.0,3.0,4102
475000.0,5.0,315.0,True,53.0,True,900.0,1127.0,4.0,4537
270000.0,3.0,130.0,False,0.0,True,4328.0,4328.0,3.0,6750
350000.0,4.0,190.0,True,20.0,True,700.0,970.0,4.0,7090
145000.0,2.0,110.0,False,0.0,True,60.0,133.0,3.0,4051
290000.0,2.0,146.0,False,0.0,True,83.0,157.0,2.0,2070
699000.0,3.0,195.0,False,0.0,True,532.0,641.0,4.0,3090
975000.0,7.0,765.0,False,0.0,False,0.0,1211.0,25.0,7060
238000.0,3.0,165.0,False,0.0,False,0.0,171.0,2.0,7700
215000.0,4.0,220.0,True,50.0,False,0.0,950.0,3.0,7340
430000.0,4.0,140.0,True,10.0,False,0.0,70.0,2.0,1210
370000.0,4.0,275.0,True,20.0,True,450.0,678.0,2.0,1820
85000.0,3.0,135.0,False,0.0,False,0.0,83.0,2.0,4101
239500.0,5.0,157.0,True,73.0,False,0.0,175.0,3.0,4101
450000.0,3.0,150.0,False,0.0,False,0.0,79.0,2.0,1190
995000.0,3.0,260.0,True,40.0,False,0.0,2500.0,3.0,8500
240000.0,4.0,350.0,True,100.0,True,300.0,1000.0,4.0,6040
495000.0,3.0,156.0,True,15.0,True,30.0,80.0,3.0,3080
199000.0,3.0,100.0,True,10.0,True,110.0,229.0,2.0,7700
275000.0,2.0,95.0,True,15.0,True,25.0,130.0,2.0,2850
995000.0,5.0,430.0,False,0.0,True,950.0,1873.0,4.0,2180
229000.0,3.0,169.0,False,0.0,True,506.0,650.0,3.0,3800
1255.0,5.0,415.0,False,0.0,False,0.0,4491.0,4.0,1790
350000.0,3.0,180.0,True,200.0,True,450.0,645.0,4.0,5100
320000.0,2.0,170.0,True,10.0,True,425.0,877.0,4.0,3120
875000.0,3.0,500.0,True,10.0,True,350.0,604.0,2.0,2900
450000.0,4.0,190.0,True,20.0,True,100.0,255.0,2.0,9340
325000.0,3.0,203.0,True,20.0,True,450.0,650.0,2.0,9260
368000.0,3.0,136.0,True,33.0,False,0.0,130.0,2.0,1790
170000.0,3.0,125.0,False,0.0,False,0.0,150.0,2.0,6001
349000.0,3.0,135.0,False,0.0,False,0.0,420.0,2.0,1831
335000.0,3.0,140.0,True,60.0,True,1300.0,1390.0,3.0,1367
895000.0,5.0,295.0,True,63.0,True,800.0,1096.0,3.0,1933
149500.0,2.0,85.0,False,0.0,True,270.0,440.0,3.0,4100
740000.0,4.0,220.0,True,60.0,True,950.0,950.0,4.0,1650
178000.0,4.0,130.0,False,0.0,False,0.0,133.0,2.0,1800
159999.0,5.0,108.0,False,0.0,True,22.0,130.0,2.0,6020
199000.0,3.0,189.0,True,10.0,True,215.0,250.0,2.0,6141
295000.0,4.0,190.0,True,50.0,True,320.0,465.0,2.0,4100
349000.0,4.0,231.0,False,0.0,False,0.0,968.0,4.0,6110
228000.0,4.0,290.0,False,0.0,True,300.0,500.0,4.0,6960
339000.0,6.0,340.0,False,0.0,False,0.0,2000.0,4.0,6280
295000.0,4.0,150.0,True,18.0,True,180.0,260.0,2.0,4802
585000.0,4.0,176.0,True,29.0,True,721.0,993.0,4.0,1740
255000.0,3.0,113.0,True,25.0,True,420.0,817.0,4.0,4254
70000.0,2.0,125.0,False,0.0,False,0.0,170.0,2.0,7080
400000.0,4.0,286.0,True,30.0,True,4100.0,4258.0,4.0,6960
209900.0,2.0,80.0,True,24.0,True,145.0,285.0,3.0,4100
249000.0,3.0,190.0,True,26.0,False,0.0,1051.0,3.0,3590
138000.0,3.0,128.0,True,15.0,True,25.0,120.0,4.0,9500
725000.0,5.0,360.0,True,116.0,True,1400.0,2387.0,4.0,2970
430000.0,4.0,140.0,True,10.0,False,0.0,70.0,2.0,1030
579000.0,3.0,220.0,False,0.0,True,200.0,440.0,3.0,2660
95000.0,2.0,106.0,True,44.0,False,0.0,81.0,3.0,6200
149900.0,3.0,120.0,True,35.0,True,300.0,350.0,2.0,6060
289000.0,2.0,130.0,False,0.0,True,340.0,670.0,4.0,4020
1650.0,5.0,273.0,True,35.0,False,0.0,858.0,4.0,1160
279000.0,5.0,200.0,False,0.0,True,2500.0,3335.0,3.0,5070
345000.0,3.0,210.0,False,0.0,False,0.0,1514.0,4.0,3530
119000.0,2.0,96.0,True,12.0,True,90.0,160.0,2.0,7012
374900.0,4.0,170.0,True,35.0,True,800.0,1035.0,4.0,1400
129000.0,2.0,85.0,False,0.0,True,32.0,115.0,2.0,4460
159000.0,3.0,145.0,False,0.0,True,150.0,250.0,3.0,5070
345000.0,2.0,195.0,False,0.0,False,0.0,285.0,2.0,1770
319900.0,3.0,200.0,False,0.0,True,500.0,735.0,3.0,7910
950000.0,5.0,252.0,True,40.0,True,160.0,270.0,2.0,1040
670000.0,10.0,530.0,True,250.0,True,3000.0,5160.0,4.0,4860
265000.0,4.0,180.0,True,15.0,True,180.0,307.0,3.0,4540
439000.0,10.0,500.0,True,35.0,False,0.0,205.0,2.0,4900
275000.0,3.0,169.0,False,0.0,False,0.0,1800.0,4.0,7910
349000.0,3.0,170.0,True,60.0,True,400.0,730.0,3.0,6180
595000.0,4.0,277.0,True,30.0,False,0.0,3082.0,4.0,3140
180000.0,3.0,116.0,False,0.0,True,1410.0,1800.0,4.0,4357
425000.0,3.0,137.0,True,50.0,True,600.0,700.0,4.0,1640
1095.0,6.0,394.0,True,44.0,True,174.0,380.0,2.0,1030
1095.0,6.0,394.0,True,44.0,True,174.0,380.0,2.0,1030
235000.0,2.0,135.0,True,20.0,False,0.0,199.0,2.0,3300
159000.0,2.0,66.0,True,9.0,False,0.0,42.0,2.0,9100
295000.0,4.0,166.0,True,24.0,True,105.0,215.0,3.0,7700
299000.0,4.0,260.0,False,0.0,True,2900.0,3170.0,4.0,4219
945000.0,4.0,300.0,True,40.0,True,900.0,1110.0,4.0,1300
175000.0,3.0,135.0,True,13.0,True,170.0,170.0,2.0,7700
580000.0,6.0,244.0,True,39.0,True,1233.0,1200.0,3.0,6940
385000.0,3.0,150.0,False,0.0,True,120.0,210.0,2.0,3080
665000.0,5.0,215.0,True,10.0,True,382.0,520.0,2.0,1950
425000.0,3.0,170.0,True,40.0,True,150.0,284.0,3.0,1473
745000.0,4.0,385.0,True,35.0,True,1050.0,1336.0,3.0,1410
425000.0,4.0,170.0,True,25.0,True,570.0,660.0,4.0,8420
349000.0,3.0,183.0,True,50.0,False,0.0,651.0,4.0,1540
695000.0,4.0,280.0,True,30.0,True,1619.0,1619.0,4.0,1310
568000.0,4.0,307.0,True,55.0,True,97.0,280.0,2.0,2100
189000.0,2.0,189.0,True,14.0,True,98.0,215.0,2.0,6001
139900.0,2.0,125.0,True,34.0,True,40.0,126.0,2.0,4100
196500.0,4.0,105.0,True,25.0,True,100.0,130.0,2.0,4102
425000.0,3.0,170.0,True,20.0,True,185.0,284.0,3.0,1470
299000.0,4.0,201.0,False,0.0,False,0.0,300.0,2.0,2830
795000.0,4.0,300.0,True,50.0,True,1400.0,1632.0,4.0,8310
490000.0,7.0,220.0,True,10.0,True,500.0,600.0,1.0,4000
84000.0,2.0,54.0,True,22.0,False,0.0,67.0,3.0,6031
79000.0,1.0,45.0,False,0.0,False,0.0,38.0,2.0,6030
710000.0,4.0,212.0,True,31.0,True,954.0,1100.0,4.0,1980
155000.0,3.0,123.0,False,0.0,False,0.0,585.0,3.0,6180
280000.0,2.0,127.0,True,19.0,False,0.0,61.0,2.0,1083
650000.0,4.0,270.0,True,35.0,False,0.0,2519.0,4.0,6750
230000.0,5.0,180.0,False,0.0,True,2135.0,2235.0,2.0,6750
289000.0,2.0,130.0,False,0.0,True,340.0,670.0,4.0,4020
189900.0,3.0,105.0,True,15.0,False,0.0,137.0,3.0,4420
395000.0,3.0,206.0,True,12.0,False,0.0,185.0,2.0,5100
270000.0,3.0,135.0,True,20.0,True,200.0,313.0,3.0,7643
275000.0,3.0,135.0,True,20.0,True,250.0,360.0,3.0,7643
210000.0,2.0,140.0,True,20.0,True,700.0,814.0,3.0,1840
245000.0,5.0,142.0,False,0.0,True,545.0,691.0,3.0,4280
520000.0,6.0,393.0,True,20.0,True,1500.0,1740.0,4.0,1350
275000.0,2.0,127.0,True,4.0,False,0.0,45.0,2.0,1300
360000.0,2.0,188.0,True,20.0,True,1434.0,1531.0,3.0,4537
269000.0,4.0,205.0,True,10.0,True,700.0,1210.0,3.0,4460
399000.0,4.0,170.0,False,0.0,False,0.0,1720.0,4.0,6060
363000.0,3.0,156.0,True,35.0,True,500.0,584.0,4.0,3350
545000.0,4.0,317.0,False,0.0,False,0.0,1762.0,4.0,3520
374000.0,3.0,180.0,True,20.0,False,0.0,660.0,4.0,3550
398000.0,3.0,211.0,True,7.0,False,0.0,196.0,2.0,1800
495000.0,3.0,215.0,True,10.0,True,547.0,730.0,3.0,9470
109000.0,4.0,127.0,False,0.0,True,160.0,240.0,3.0,4500
199000.0,4.0,150.0,False,0.0,False,0.0,135.0,2.0,3770
525000.0,5.0,225.0,False,0.0,False,0.0,693.0,3.0,3390
850000.0,7.0,285.0,True,16.0,True,40.0,111.0,2.0,1000
469000.0,4.0,162.0,True,40.0,True,171.0,343.0,3.0,1800
469000.0,4.0,162.0,True,40.0,True,171.0,343.0,3.0,1020
359000.0,3.0,160.0,True,24.0,True,453.0,681.0,4.0,1745
894000.0,6.0,345.0,True,16.0,True,5480.0,5643.0,4.0,1730
235000.0,2.0,70.0,True,40.0,True,170.0,220.0,3.0,1300
195000.0,2.0,150.0,False,0.0,False,0.0,100.0,3.0,6240
299000.0,4.0,174.0,True,85.0,True,725.0,1187.0,3.0,6890
350000.0,4.0,200.0,True,8.0,True,438.0,559.0,4.0,4053
160000.0,4.0,198.0,True,22.0,True,460.0,576.0,2.0,6747
130000.0,2.0,99.0,True,16.0,True,100.0,160.0,2.0,7301
475000.0,4.0,212.0,True,80.0,True,565.0,787.0,4.0,8310
285000.0,3.0,136.0,True,6.0,True,35.0,130.0,4.0,8000
290000.0,2.0,190.0,True,30.0,False,0.0,200.0,2.0,7021
119000.0,3.0,45.0,True,10.0,True,308.0,308.0,4.0,6927
94999.0,3.0,90.0,False,0.0,False,0.0,139.0,2.0,6020
145000.0,1.0,52.0,False,0.0,False,0.0,41.0,3.0,4630
260000.0,3.0,145.0,False,0.0,True,1355.0,1355.0,4.0,7321
475000.0,3.0,209.0,True,31.0,False,0.0,511.0,4.0,3090
290000.0,5.0,165.0,False,0.0,True,844.0,844.0,4.0,5000
549000.0,5.0,256.0,True,30.0,True,230.0,418.0,4.0,5030
268000.0,3.0,177.0,False,0.0,True,31.0,180.0,2.0,3300
227000.0,4.0,170.0,False,0.0,False,0.0,684.0,3.0,3620
185000.0,3.0,185.0,False,0.0,False,0.0,300.0,2.0,7390
450000.0,3.0,170.0,True,20.0,True,335.0,412.0,4.0,1330
330000.0,5.0,190.0,True,25.0,True,180.0,307.0,2.0,6000
1095.0,5.0,415.0,True,115.0,False,0.0,1717.0,4.0,3090
1250.0,5.0,333.0,False,0.0,False,0.0,837.0,4.0,2610
750000.0,4.0,236.0,True,20.0,True,48.0,165.0,2.0,1180
750000.0,4.0,236.0,True,20.0,True,48.0,165.0,2.0,1180
225000.0,2.0,130.0,True,30.0,True,1041.0,1041.0,3.0,5100
125000.0,2.0,140.0,True,20.0,True,70.0,200.0,2.0,7000
340000.0,3.0,125.0,True,37.0,True,335.0,435.0,4.0,1480
335000.0,3.0,150.0,True,20.0,True,230.0,280.0,3.0,1480
189000.0,2.0,73.0,True,15.0,True,350.0,480.0,4.0,1420
125000.0,3.0,124.0,True,15.0,True,30.0,246.0,2.0,7390
275000.0,3.0,217.0,True,21.0,True,535.0,749.0,4.0,3740
499000.0,3.0,165.0,True,50.0,True,8850.0,9000.0,3.0,1820
189000.0,3.0,150.0,True,15.0,False,0.0,180.0,2.0,4420
169000.0,3.0,192.0,False,0.0,False,0.0,58.0,2.0,7522
65000.0,1.0,61.0,True,10.0,True,120.0,193.0,4.0,5520
312000.0,3.0,128.0,True,20.0,True,453.0,453.0,3.0,6840
65000.0,1.0,90.0,True,10.0,True,50.0,120.0,2.0,6061
249900.0,4.0,138.0,True,36.0,True,400.0,551.0,3.0,6043
170000.0,4.0,231.0,True,20.0,True,200.0,422.0,4.0,5555
365000.0,5.0,210.0,True,15.0,True,400.0,687.0,4.0,5550
380000.0,4.0,135.0,True,115.0,True,1130.0,1482.0,3.0,4340
229000.0,3.0,120.0,True,44.0,True,487.0,546.0,4.0,4540
745000.0,3.0,270.0,False,0.0,False,0.0,1860.0,3.0,1380
498000.0,3.0,125.0,True,15.0,True,80.0,145.0,2.0,1200
169000.0,4.0,135.0,True,16.0,True,80.0,215.0,2.0,4000
395000.0,8.0,425.0,False,0.0,False,0.0,277.0,2.0,5310
265000.0,4.0,120.0,True,6.0,True,90.0,156.0,2.0,1480
565000.0,4.0,260.0,False,0.0,False,0.0,2979.0,4.0,3590
209000.0,2.0,122.0,True,16.0,True,45.0,110.0,2.0,9300
99000.0,3.0,110.0,False,0.0,True,250.0,350.0,2.0,7170
119000.0,1.0,79.0,True,5.0,True,45.0,85.0,2.0,4030
199000.0,2.0,80.0,False,0.0,False,0.0,410.0,4.0,6240
393000.0,4.0,170.0,True,187.0,True,728.0,1107.0,3.0,4460
375000.0,6.0,348.0,True,20.0,True,1000.0,1280.0,4.0,5100
799000.0,6.0,340.0,True,50.0,True,50.0,1132.0,4.0,6987
239000.0,5.0,134.0,True,36.0,True,928.0,928.0,3.0,6940
1895.0,4.0,388.0,True,50.0,True,3565.0,3565.0,4.0,2930
475000.0,3.0,189.0,False,0.0,True,275.0,363.0,2.0,2640
179000.0,3.0,152.0,False,0.0,False,0.0,445.0,2.0,2300
345000.0,3.0,135.0,False,0.0,False,0.0,930.0,3.0,3540
685000.0,3.0,187.0,True,45.0,True,1600.0,1600.0,4.0,1300
229000.0,5.0,164.0,True,35.0,True,245.0,310.0,2.0,4460
675000.0,7.0,570.0,False,0.0,False,0.0,5974.0,4.0,3400
645000.0,3.0,195.0,True,29.0,True,110.0,1663.0,4.0,4682
249000.0,4.0,240.0,True,16.0,True,125.0,505.0,4.0,3404
625000.0,4.0,198.0,True,12.0,True,40.0,121.0,2.0,1200
169900.0,3.0,147.0,True,7.0,True,1750.0,1910.0,4.0,6043
179000.0,2.0,121.0,True,31.0,False,0.0,104.0,2.0,4032
400000.0,5.0,248.0,True,40.0,True,836.0,1220.0,4.0,4621
169000.0,3.0,152.0,True,41.0,False,0.0,173.0,2.0,7100
350000.0,4.0,175.0,True,50.0,True,1200.0,1856.0,4.0,1430
4550.0,7.0,1800.0,False,0.0,True,3000.0,54416.0,4.0,3700
135000.0,2.0,110.0,False,0.0,True,70.0,155.0,2.0,6220
995000.0,5.0,412.0,True,20.0,False,0.0,2330.0,4.0,1980
745000.0,10.0,400.0,False,0.0,False,0.0,520.0,2.0,1745
275000.0,4.0,185.0,True,25.0,True,82.0,170.0,2.0,4500
249000.0,4.0,170.0,True,10.0,True,400.0,710.0,3.0,4340
799000.0,4.0,290.0,False,0.0,True,1500.0,2000.0,4.0,3140
384000.0,3.0,181.0,True,9.0,True,23.0,122.0,2.0,2060
325000.0,4.0,156.0,True,24.0,False,0.0,100.0,3.0,1457
325000.0,4.0,156.0,True,24.0,False,0.0,100.0,3.0,1435
200000.0,4.0,150.0,False,0.0,False,0.0,1472.0,4.0,3850
109000.0,3.0,120.0,False,0.0,False,0.0,253.0,2.0,7700
469500.0,4.0,180.0,True,40.0,True,1276.0,1393.0,4.0,4160
295000.0,3.0,106.0,True,15.0,True,435.0,706.0,4.0,4910
795000.0,6.0,374.0,True,20.0,True,1450.0,1450.0,4.0,3090
125000.0,3.0,116.0,False,0.0,False,0.0,88.0,2.0,6870
299900.0,3.0,148.0,False,0.0,False,0.0,219.0,3.0,2950
329000.0,3.0,175.0,False,0.0,False,0.0,519.0,3.0,4432
225000.0,2.0,140.0,True,10.0,True,70.0,190.0,2.0,5060
1000.0,4.0,265.0,True,118.0,True,1078.0,1078.0,4.0,1300
499000.0,7.0,281.0,False,0.0,True,380.0,615.0,3.0,1800
245000.0,3.0,170.0,False,0.0,True,800.0,915.0,3.0,3200
220000.0,3.0,175.0,True,60.0,False,0.0,214.0,3.0,7340
210000.0,3.0,267.0,False,0.0,True,39.0,300.0,2.0,7080
149000.0,2.0,144.0,False,0.0,True,94.0,180.0,2.0,7700
359000.0,7.0,67.0,True,30.0,False,0.0,77.0,2.0,4020
117000.0,3.0,105.0,True,4.0,True,43.0,62.0,2.0,4100
349000.0,6.0,226.0,True,56.0,True,315.0,553.0,4.0,4970
325000.0,3.0,157.0,True,18.0,False,0.0,559.0,4.0,9620
120000.0,1.0,54.0,True,13.0,False,0.0,53.0,3.0,4300
285000.0,3.0,132.0,True,34.0,True,234.0,358.0,3.0,3350
399000.0,4.0,190.0,False,0.0,False,0.0,917.0,3.0,3500
229000.0,3.0,150.0,False,0.0,False,0.0,55.0,2.0,3800
475000.0,3.0,155.0,True,21.0,True,150.0,597.0,4.0,1860
325000.0,3.0,76.0,True,16.0,True,32.0,120.0,2.0,1420
595000.0,7.0,460.0,True,80.0,True,3000.0,4020.0,4.0,7331
490000.0,3.0,123.0,True,30.0,True,900.0,1473.0,4.0,1300
365000.0,3.0,206.0,False,0.0,True,63.0,167.0,2.0,2650
259000.0,3.0,160.0,False,0.0,False,0.0,1080.0,3.0,3520
279000.0,4.0,250.0,False,0.0,False,0.0,1300.0,4.0,3891
425000.0,4.0,165.0,False,0.0,False,0.0,696.0,3.0,3511
649000.0,4.0,264.0,True,15.0,False,0.0,370.0,3.0,1800
159000.0,4.0,208.0,False,0.0,True,630.0,825.0,3.0,3890
191000.0,5.0,185.0,False,0.0,True,885.0,1000.0,4.0,3460
218000.0,3.0,198.0,True,66.0,False,0.0,159.0,2.0,4800
110000.0,3.0,112.0,False,0.0,False,0.0,65.0,2.0,4800
139000.0,3.0,101.0,True,13.0,False,0.0,70.0,2.0,4800
145000.0,4.0,182.0,False,0.0,False,0.0,77.0,2.0,4800
348000.0,4.0,158.0,False,0.0,False,0.0,104.0,2.0,3001
365000.0,3.0,150.0,False,0.0,False,0.0,143.0,2.0,1420
1735.0,6.0,450.0,True,30.0,False,0.0,2285.0,4.0,1640
750000.0,4.0,155.0,True,9.0,True,160.0,464.0,4.0,1970
159000.0,2.0,90.0,False,0.0,False,0.0,82.0,2.0,4480
285000.0,3.0,120.0,True,210.0,True,350.0,620.0,4.0,4100
314000.0,4.0,148.0,True,15.0,True,115.0,211.0,2.0,2660
365000.0,5.0,200.0,True,15.0,True,1180.0,1231.0,4.0,5001
119000.0,3.0,120.0,True,15.0,True,60.0,181.0,3.0,6060
270000.0,2.0,100.0,False,0.0,False,0.0,1672.0,4.0,7011
439000.0,3.0,150.0,True,6.0,False,0.0,469.0,4.0,1640
260000.0,2.0,94.0,False,0.0,False,0.0,60.0,2.0,9000
435000.0,3.0,160.0,True,20.0,True,200.0,374.0,3.0,9120
219000.0,4.0,100.0,True,50.0,True,100.0,295.0,3.0,4101
320000.0,3.0,108.0,True,14.0,True,65.0,110.0,2.0,1410
265000.0,2.0,187.0,True,21.0,False,0.0,105.0,2.0,4600
375000.0,3.0,186.0,False,0.0,False,0.0,1223.0,4.0,8511
598000.0,3.0,175.0,True,80.0,True,7.0,885.0,4.0,1850
228000.0,4.0,175.0,True,15.0,True,100.0,169.0,2.0,7141
210000.0,4.0,152.0,True,44.0,True,600.0,798.0,2.0,7134
129000.0,3.0,130.0,True,25.0,False,0.0,220.0,2.0,4520
267000.0,2.0,96.0,False,0.0,False,0.0,1264.0,4.0,1570
249000.0,3.0,104.0,True,15.0,True,180.0,220.0,2.0,4000
309000.0,4.0,120.0,True,35.0,True,125.0,395.0,3.0,4470
199000.0,2.0,110.0,True,30.0,True,800.0,1015.0,3.0,5060
245000.0,3.0,153.0,False,0.0,False,0.0,120.0,4.0,4000
149000.0,3.0,141.0,True,20.0,True,500.0,580.0,2.0,6238
699000.0,3.0,240.0,False,0.0,False,0.0,60.0,2.0,2140
249000.0,1.0,75.0,True,14.0,False,0.0,435.0,3.0,2560
399500.0,3.0,173.0,True,14.0,False,0.0,210.0,3.0,2350
349500.0,3.0,148.0,True,13.0,False,0.0,152.0,2.0,2350
575000.0,7.0,266.0,True,45.0,True,1400.0,2049.0,4.0,4770
575000.0,7.0,266.0,True,45.0,True,1400.0,2049.0,4.0,4770
549000.0,6.0,423.0,True,50.0,True,3000.0,4659.0,4.0,4750
549000.0,6.0,423.0,True,50.0,True,3000.0,4659.0,4.0,4950
549000.0,6.0,423.0,True,50.0,True,3000.0,4659.0,4.0,4750
259000.0,3.0,160.0,False,0.0,True,731.0,731.0,4.0,5020
