Price,Number of rooms,Living Area,Terrace,Area of the terrace,Garden,Area of the garden,Surface area of the plot of land,Number of facades,zipcode
349000.0,4.0,180.0,True,27.0,True,100.0,236.0,3.0,3700
149000.0,2.0,105.0,False,0.0,True,490.0,640.0,3.0,6210
539900.0,3.0,185.0,True,2.0,False,0.0,93.0,2.0,4000
359000.0,4.0,182.0,True,25.0,True,952.0,1424.0,3.0,9600
499000.0,4.0,270.0,False,0.0,True,400.0,1205.0,3.0,1850
205000.0,3.0,140.0,False,0.0,True,27.0,120.0,2.0,2300
415000.0,5.0,200.0,True,40.0,True,850.0,1270.0,4.0,4672
299000.0,3.0,165.0,True,17.0,True,700.0,983.0,4.0,3380
450000.0,6.0,270.0,False,0.0,False,0.0,687.0,4.0,4845
149999.0,3.0,179.0,True,30.0,True,220.0,220.0,2.0,6031
249900.0,6.0,274.0,True,132.0,True,190.0,410.0,2.0,6230
395000.0,3.0,150.0,True,20.0,True,60.0,140.0,2.0,3080
445000.0,6.0,300.0,False,0.0,True,30.0,120.0,2.0,1800
299000.0,4.0,215.0,True,75.0,True,925.0,2043.0,4.0,3300
860000.0,8.0,350.0,True,95.0,False,0.0,440.0,3.0,1400
335000.0,5.0,371.0,True,89.0,False,0.0,932.0,4.0,3320
345000.0,4.0,190.0,False,0.0,False,0.0,1006.0,4.0,3512
399000.0,2.0,150.0,True,22.0,True,85.0,214.0,2.0,2640
574000.0,4.0,319.0,False,0.0,True,2000.0,4000.0,4.0,3945
350000.0,3.0,117.0,True,20.0,True,330.0,700.0,4.0,3120
166500.0,3.0,130.0,True,14.0,False,0.0,69.0,3.0,4102
300000.0,2.0,125.0,True,20.0,True,540.0,714.0,4.0,4350
240000.0,2.0,125.0,True,20.0,True,540.0,620.0,4.0,4350
420000.0,5.0,180.0,True,10.0,True,150.0,203.0,2.0,1410
255000.0,3.0,120.0,True,15.0,True,80.0,170.0,3.0,4400
335000.0,5.0,371.0,True,89.0,False,0.0,932.0,4.0,3321
179000.0,3.0,105.0,False,0.0,True,1250.0,1373.0,3.0,4400
589000.0,4.0,174.0,True,25.0,True,30.0,255.0,3.0,2900
155000.0,2.0,97.0,True,51.0,False,0.0,108.0,2.0,6990
129000.0,4.0,115.0,False,0.0,False,0.0,59.0,2.0,4000
149000.0,1.0,64.0,True,30.0,False,0.0,115.0,2.0,4400
165000.0,2.0,100.0,False,0.0,True,35.0,130.0,2.0,4020
275000.0,2.0,114.0,False,0.0,False,0.0,170.0,2.0,2850
229000.0,6.0,253.0,False,0.0,False,0.0,637.0,3.0,5060
395000.0,3.0,171.0,False,0.0,False,0.0,1498.0,4.0,6997
225000.0,5.0,212.0,True,26.0,True,213.0,293.0,2.0,4840
449990.0,5.0,255.0,False,0.0,True,67.0,149.0,2.0,1090
385000.0,3.0,156.0,False,0.0,False,0.0,1309.0,4.0,3320
180000.0,4.0,117.0,True,13.0,False,0.0,80.0,2.0,4101
329000.0,3.0,210.0,True,20.0,True,1375.0,1831.0,4.0,3770
249000.0,3.0,172.0,True,30.0,True,60.0,195.0,2.0,7700
225000.0,2.0,75.0,True,15.0,True,30.0,473.0,2.0,4030
199900.0,3.0,140.0,True,60.0,False,0.0,111.0,2.0,6230
4950.0,6.0,1000.0,True,81.0,True,3500.0,5000.0,4.0,1190
349000.0,3.0,136.0,True,45.0,True,580.0,707.0,4.0,4610
160000.0,3.0,102.0,True,10.0,True,85.0,210.0,2.0,7301
279000.0,3.0,150.0,True,50.0,True,299.0,603.0,2.0,4420
124900.0,4.0,205.0,True,10.0,False,0.0,120.0,2.0,6041
400000.0,3.0,160.0,False,0.0,True,8.0,850.0,4.0,1390
620000.0,5.0,324.0,True,35.0,True,1500.0,2019.0,4.0,1730
610000.0,3.0,162.0,True,18.0,True,60.0,130.0,2.0,1150
120000.0,2.0,146.0,True,15.0,True,100.0,180.0,2.0,7130
230000.0,4.0,145.0,True,500.0,True,1490.0,2720.0,4.0,3440
319000.0,7.0,270.0,False,0.0,False,0.0,516.0,3.0,6940
237000.0,3.0,156.0,False,0.0,False,0.0,205.0,3.0,3200
164500.0,4.0,125.0,False,0.0,False,0.0,181.0,2.0,4860
169000.0,3.0,130.0,False,0.0,False,0.0,134.0,3.0,3665
679000.0,5.0,350.0,True,50.0,True,3500.0,3983.0,4.0,6110
275000.0,4.0,310.0,False,0.0,False,0.0,590.0,2.0,3440
287000.0,4.0,200.0,True,30.0,True,430.0,848.0,4.0,9506
128000.0,2.0,90.0,True,15.0,True,42.0,150.0,3.0,7740
299000.0,3.0,134.0,True,18.0,True,65.0,207.0,3.0,6900
595000.0,5.0,240.0,True,60.0,False,0.0,1134.0,4.0,1476
650000.0,3.0,450.0,False,0.0,False,0.0,195.0,3.0,1780
199000.0,4.0,199.0,False,0.0,False,0.0,1444.0,4.0,6690
259000.0,3.0,111.0,True,55.0,True,998.0,1096.0,2.0,4280
285000.0,4.0,165.0,True,55.0,True,222.0,487.0,4.0,4219
249000.0,4.0,160.0,False,0.0,True,123.0,197.0,2.0,4020
229000.0,3.0,155.0,True,160.0,True,400.0,841.0,4.0,4420
220000.0,3.0,140.0,True,20.0,True,822.0,822.0,4.0,6920
280000.0,2.0,100.0,True,50.0,True,443.0,971.0,3.0,6224
599000.0,4.0,150.0,True,70.0,True,2200.0,2885.0,4.0,4121
675000.0,3.0,145.0,True,15.0,True,15.0,120.0,2.0,1200
99000.0,2.0,40.0,True,35.0,False,0.0,1000.0,4.0,5540
230000.0,3.0,115.0,True,15.0,False,0.0,155.0,2.0,4360
250000.0,4.0,126.0,True,28.0,False,0.0,615.0,4.0,6280
285000.0,3.0,260.0,True,15.0,True,1150.0,1433.0,4.0,3350
159000.0,3.0,106.0,False,0.0,False,0.0,40.0,2.0,5000
79999.0,3.0,152.0,True,15.0,False,0.0,120.0,2.0,6060
449500.0,4.0,355.0,True,50.0,True,540.0,762.0,4.0,2440
349000.0,3.0,155.0,True,70.0,False,0.0,5680.0,4.0,5190
289000.0,4.0,290.0,False,0.0,False,0.0,2104.0,2.0,5650
255000.0,3.0,245.0,False,0.0,True,120.0,388.0,2.0,5190
225000.0,2.0,105.0,False,0.0,True,40.0,132.0,2.0,2100
199000.0,3.0,100.0,False,0.0,True,180.0,250.0,3.0,4420
645000.0,5.0,225.0,True,30.0,True,800.0,1387.0,4.0,1380
650000.0,7.0,420.0,False,0.0,False,0.0,1108.0,4.0,1650
650000.0,7.0,420.0,False,0.0,False,0.0,1108.0,4.0,1653
420000.0,4.0,171.0,True,30.0,True,540.0,611.0,3.0,1652
255000.0,3.0,140.0,True,22.0,False,0.0,95.0,2.0,3300
445000.0,4.0,213.0,False,0.0,False,0.0,11936.0,4.0,3472
365000.0,3.0,151.0,False,0.0,False,0.0,1191.0,4.0,2440
455000.0,9.0,320.0,False,0.0,False,0.0,2069.0,4.0,5140
110000.0,2.0,70.0,False,0.0,False,0.0,50.0,2.0,4102
210000.0,2.0,113.0,False,0.0,False,0.0,205.0,3.0,3200
360000.0,4.0,200.0,True,60.0,True,750.0,990.0,4.0,1360
235000.0,4.0,145.0,False,0.0,False,0.0,100.0,2.0,4030
1490.0,4.0,270.0,True,30.0,True,250.0,486.0,3.0,1160
1050.0,5.0,321.0,True,22.0,True,70.0,195.0,2.0,1040
369000.0,4.0,199.0,True,40.0,True,300.0,520.0,4.0,7502
405000.0,5.0,267.0,True,100.0,True,1423.0,1690.0,4.0,2400
199000.0,2.0,111.0,True,20.0,True,390.0,463.0,2.0,6238
179000.0,3.0,130.0,False,0.0,True,300.0,502.0,3.0,6760
175000.0,3.0,150.0,False,0.0,False,0.0,115.0,2.0,4800
498000.0,3.0,223.0,True,18.0,False,0.0,457.0,4.0,2800
169500.0,3.0,120.0,True,90.0,True,250.0,570.0,3.0,7080
180000.0,4.0,132.0,False,0.0,False,0.0,126.0,2.0,7700
324000.0,3.0,116.0,False,0.0,False,0.0,96.0,2.0,2800
385000.0,5.0,234.0,False,0.0,False,0.0,1750.0,4.0,4910
650000.0,5.0,200.0,False,0.0,False,0.0,173.0,3.0,4020
950000.0,12.0,440.0,False,0.0,False,0.0,120.0,2.0,4000
980000.0,4.0,265.0,False,0.0,False,0.0,3300.0,4.0,1750
980000.0,4.0,265.0,False,0.0,False,0.0,3300.0,4.0,1700
449000.0,4.0,185.0,False,0.0,False,0.0,1276.0,4.0,7100
159000.0,1.0,60.0,True,8.0,False,0.0,33.0,2.0,4000
1345.0,5.0,423.0,False,0.0,False,0.0,4503.0,4.0,1700
740000.0,5.0,388.0,True,13.0,True,75.0,175.0,2.0,1200
250000.0,4.0,140.0,False,0.0,True,32.0,104.0,2.0,1420
425000.0,4.0,310.0,True,32.0,True,350.0,630.0,3.0,7100
199000.0,3.0,120.0,True,32.0,False,0.0,259.0,2.0,7900
419000.0,4.0,150.0,False,0.0,False,0.0,477.0,3.0,8310
358000.0,4.0,180.0,True,22.0,True,114.0,255.0,3.0,1770
750000.0,5.0,269.0,False,0.0,False,0.0,30100.0,4.0,7802
265000.0,2.0,110.0,True,18.0,False,0.0,70.0,2.0,1800
249500.0,3.0,120.0,True,100.0,True,20.0,188.0,2.0,4100
319000.0,4.0,140.0,False,0.0,False,0.0,466.0,4.0,6030
125000.0,2.0,93.0,True,8.0,False,0.0,60.0,2.0,6200
249000.0,8.0,365.0,False,0.0,False,0.0,610.0,4.0,6043
285000.0,3.0,500.0,True,25.0,True,700.0,1230.0,4.0,6230
230000.0,3.0,130.0,True,25.0,True,200.0,380.0,2.0,7090
2595.0,3.0,400.0,False,0.0,False,0.0,14000.0,4.0,2970
215000.0,5.0,223.0,False,0.0,True,236.0,386.0,2.0,3870
180000.0,2.0,121.0,False,0.0,False,0.0,495.0,3.0,3800
375000.0,4.0,269.0,False,0.0,True,1176.0,1176.0,4.0,3990
230000.0,2.0,90.0,False,0.0,True,70.0,452.0,4.0,4032
149000.0,3.0,100.0,True,10.0,True,80.0,2221.0,3.0,4870
129000.0,3.0,116.0,True,10.0,True,20.0,210.0,2.0,4020
129000.0,3.0,90.0,False,0.0,True,60.0,330.0,3.0,4870
239000.0,3.0,325.0,False,0.0,True,400.0,580.0,4.0,6540
445000.0,2.0,110.0,True,50.0,True,500.0,681.0,4.0,1420
315000.0,3.0,237.0,True,47.0,True,195.0,195.0,3.0,7160
570000.0,3.0,170.0,True,25.0,True,500.0,684.0,4.0,1420
220000.0,4.0,110.0,True,65.0,True,500.0,661.0,4.0,7040
159000.0,4.0,112.0,True,160.0,True,2230.0,2575.0,4.0,4460
142500.0,3.0,100.0,False,0.0,False,0.0,190.0,2.0,6032
795000.0,4.0,293.0,False,0.0,True,2050.0,2222.0,4.0,2900
2750.0,6.0,1047.0,False,0.0,True,6420.0,6420.0,4.0,2360
289000.0,3.0,138.0,False,0.0,False,0.0,1337.0,4.0,3500
485000.0,6.0,265.0,False,0.0,True,56.0,230.0,2.0,1800
239000.0,4.0,166.0,False,0.0,False,0.0,72.0,2.0,4500
415000.0,5.0,290.0,True,20.0,False,0.0,966.0,4.0,6800
199000.0,2.0,122.0,True,7.0,True,70.0,125.0,2.0,4690
860000.0,5.0,268.0,True,40.0,True,620.0,769.0,4.0,1970
700000.0,7.0,275.0,True,20.0,True,128.0,276.0,2.0,1348
269000.0,3.0,120.0,True,25.0,True,80.0,160.0,2.0,4050
172000.0,3.0,101.0,False,0.0,False,0.0,90.0,3.0,4300
185000.0,3.0,150.0,False,0.0,False,0.0,115.0,3.0,6000
229000.0,2.0,98.0,False,0.0,True,170.0,549.0,4.0,2380
349000.0,4.0,201.0,True,14.0,True,31.0,158.0,2.0,1790
345000.0,5.0,200.0,True,40.0,True,500.0,705.0,3.0,1790
275000.0,4.0,185.0,True,50.0,True,450.0,605.0,3.0,6230
149000.0,3.0,120.0,True,45.0,False,0.0,528.0,3.0,5580
320000.0,3.0,250.0,True,29.0,False,0.0,2152.0,4.0,6922
300000.0,7.0,330.0,True,28.0,False,0.0,187.0,3.0,4800
990000.0,4.0,270.0,True,50.0,True,1500.0,1708.0,4.0,7700
2690.0,5.0,590.0,True,100.0,True,1700.0,1920.0,4.0,1640
289000.0,3.0,130.0,True,160.0,True,40.0,364.0,2.0,3890
972000.0,4.0,325.0,True,110.0,True,750.0,1531.0,4.0,3150
340000.0,4.0,150.0,True,22.0,True,100.0,246.0,3.0,9300
549000.0,5.0,205.0,False,0.0,True,85.0,278.0,3.0,2640
249500.0,3.0,186.0,True,25.0,True,25.0,125.0,2.0,4020
125000.0,3.0,153.0,False,0.0,False,0.0,440.0,2.0,6030
189000.0,3.0,90.0,True,106.0,False,0.0,161.0,4.0,4460
219500.0,3.0,190.0,True,38.0,True,85.0,322.0,3.0,4400
135000.0,2.0,90.0,False,0.0,False,0.0,105.0,2.0,4400
1450.0,4.0,283.0,False,0.0,False,0.0,83.0,2.0,1200
475000.0,4.0,330.0,False,0.0,False,0.0,678.0,4.0,1570
275000.0,5.0,234.0,True,24.0,True,580.0,686.0,2.0,4400
265000.0,3.0,120.0,True,25.0,True,500.0,651.0,4.0,7090
275000.0,5.0,234.0,True,24.0,True,580.0,686.0,2.0,4400
490000.0,3.0,118.0,True,10.0,False,0.0,900.0,4.0,1410
490000.0,3.0,118.0,True,10.0,False,0.0,900.0,4.0,1420
139500.0,5.0,330.0,True,12.0,True,240.0,310.0,3.0,4577
155000.0,4.0,120.0,False,0.0,True,95.0,200.0,2.0,4420
349500.0,3.0,130.0,True,11.0,True,43.0,418.0,3.0,9470
1750.0,6.0,1000.0,False,0.0,True,1800.0,2971.0,4.0,3020
650000.0,16.0,1125.0,False,0.0,False,0.0,19183.0,4.0,4970
85000.0,2.0,90.0,True,10.0,True,100.0,197.0,2.0,4102
270000.0,3.0,116.0,True,20.0,True,40.0,150.0,3.0,1350
115000.0,4.0,120.0,False,0.0,True,40.0,110.0,3.0,4100
295000.0,4.0,126.0,True,20.0,True,745.0,830.0,4.0,1350
149500.0,3.0,140.0,True,10.0,True,220.0,340.0,2.0,4101
99000.0,2.0,111.0,False,0.0,True,111.0,170.0,2.0,4500
849000.0,3.0,365.0,False,0.0,True,1000.0,1446.0,4.0,2620
1255.0,5.0,415.0,False,0.0,False,0.0,4491.0,4.0,1790
1050.0,6.0,550.0,True,60.0,True,6000.0,6798.0,4.0,2930
2950.0,7.0,500.0,True,100.0,True,7600.0,7867.0,4.0,1970
1090.0,4.0,324.0,True,100.0,True,1400.0,1692.0,4.0,1820
325000.0,4.0,160.0,True,50.0,True,250.0,358.0,3.0,1480
150000.0,2.0,102.0,True,40.0,False,0.0,230.0,3.0,6040
145000.0,4.0,180.0,True,20.0,True,250.0,400.0,3.0,6040
549000.0,3.0,209.0,True,30.0,False,0.0,1361.0,4.0,3110
249000.0,3.0,228.0,False,0.0,False,0.0,180.0,3.0,1547
149000.0,4.0,80.0,True,15.0,False,0.0,106.0,2.0,6953
595000.0,3.0,104.0,False,0.0,False,0.0,600.0,4.0,1640
795000.0,6.0,250.0,True,10.0,True,120.0,457.0,2.0,1348
795000.0,6.0,250.0,True,10.0,True,120.0,457.0,2.0,1348
140000.0,1.0,140.0,False,0.0,False,0.0,283.0,2.0,4470
65000.0,1.0,69.0,False,0.0,False,0.0,13.0,2.0,7332
279000.0,3.0,290.0,True,10.0,True,100.0,204.0,4.0,4500
495000.0,3.0,153.0,True,40.0,True,20.0,80.0,2.0,1150
90000.0,2.0,80.0,False,0.0,False,0.0,435.0,4.0,5540
850000.0,1.0,300.0,False,0.0,False,0.0,3019.0,4.0,5651
285000.0,7.0,270.0,False,0.0,True,234.0,383.0,2.0,4500
283000.0,4.0,213.0,False,0.0,True,2724.0,3113.0,4.0,3560
249000.0,3.0,156.0,False,0.0,True,110.0,270.0,3.0,3770
635000.0,2.0,177.0,False,0.0,True,218.0,507.0,4.0,8300
89000.0,2.0,110.0,True,20.0,False,0.0,62.0,2.0,4032
285000.0,2.0,124.0,True,72.0,True,740.0,893.0,4.0,6200
485000.0,4.0,260.0,True,20.0,False,0.0,110.0,2.0,4020
189000.0,5.0,170.0,False,0.0,True,200.0,415.0,3.0,4870
800000.0,2.0,152.0,True,62.0,False,0.0,1847.0,4.0,1830
145000.0,3.0,85.0,False,0.0,False,0.0,100.0,2.0,4030
139000.0,2.0,91.0,True,30.0,False,0.0,90.0,3.0,5140
145000.0,3.0,110.0,False,0.0,False,0.0,51.0,2.0,9600
110000.0,1.0,95.0,False,0.0,True,1015.0,1015.0,4.0,5030
219000.0,4.0,235.0,False,0.0,False,0.0,70.0,3.0,5000
1750.0,7.0,550.0,True,100.0,True,4600.0,4600.0,4.0,1380
1495.0,5.0,512.0,False,0.0,True,3228.0,3228.0,4.0,2310
1425.0,4.0,336.0,False,0.0,True,2001.0,2001.0,4.0,2900
359000.0,3.0,300.0,True,10.0,True,388.0,388.0,3.0,5100
210000.0,4.0,137.0,True,16.0,True,197.0,256.0,2.0,4802
445000.0,5.0,188.0,True,29.0,False,0.0,226.0,2.0,3010
449000.0,3.0,160.0,False,0.0,False,0.0,142.0,2.0,3061
549000.0,4.0,218.0,False,0.0,False,0.0,1097.0,4.0,3020
450000.0,3.0,178.0,False,0.0,False,0.0,2123.0,4.0,1380
99000.0,3.0,105.0,False,0.0,False,0.0,108.0,2.0,4032
370000.0,6.0,230.0,True,18.0,False,0.0,80.0,2.0,1210
249000.0,3.0,163.0,True,20.0,True,190.0,333.0,4.0,9340
300000.0,3.0,165.0,False,0.0,True,350.0,1534.0,4.0,4357
200000.0,3.0,165.0,False,0.0,True,350.0,450.0,4.0,4357
179900.0,3.0,133.0,True,32.0,True,72.0,271.0,3.0,6040
399000.0,3.0,135.0,False,0.0,False,0.0,1590.0,4.0,1470
189900.0,2.0,95.0,True,8.0,True,22.0,94.0,2.0,4102
329000.0,2.0,109.0,True,40.0,True,970.0,1086.0,4.0,4607
199000.0,3.0,187.0,True,36.0,False,0.0,250.0,2.0,4030
220000.0,3.0,140.0,False,0.0,True,1000.0,1140.0,4.0,4530
550000.0,3.0,210.0,True,26.0,True,150.0,220.0,2.0,1853
320000.0,5.0,168.0,False,0.0,True,2247.0,2633.0,4.0,3440
279000.0,3.0,114.0,True,40.0,False,0.0,85.0,2.0,2830
339000.0,3.0,152.0,False,0.0,False,0.0,460.0,3.0,2950
1100.0,5.0,258.0,True,600.0,True,3465.0,3465.0,4.0,1301
285000.0,3.0,500.0,True,25.0,True,700.0,1230.0,4.0,6230
69000.0,1.0,42.0,True,15.0,False,0.0,36.0,3.0,4100
599000.0,3.0,260.0,True,30.0,True,300.0,800.0,4.0,4340
300000.0,4.0,280.0,True,30.0,True,660.0,668.0,3.0,5530
380000.0,3.0,161.0,False,0.0,True,35.0,121.0,2.0,1745
149000.0,3.0,107.0,True,9.0,False,0.0,80.0,2.0,4500
399000.0,4.0,212.0,False,0.0,True,1218.0,1218.0,4.0,4960
248000.0,4.0,192.0,False,0.0,False,0.0,596.0,4.0,2280
210000.0,4.0,150.0,True,20.0,True,225.0,314.0,2.0,7130
155000.0,2.0,120.0,True,30.0,True,30.0,140.0,4.0,9340
219000.0,3.0,160.0,True,85.0,True,250.0,403.0,2.0,8930
195000.0,5.0,187.0,True,5.0,False,0.0,220.0,2.0,6000
135000.0,2.0,114.0,True,35.0,True,30.0,100.0,2.0,7033
190000.0,4.0,127.0,True,23.0,False,0.0,80.0,2.0,7090
145000.0,2.0,90.0,False,0.0,False,0.0,149.0,2.0,4101
175000.0,2.0,90.0,True,15.0,True,30.0,90.0,2.0,4041
895000.0,5.0,300.0,True,35.0,True,3000.0,3251.0,4.0,4960
180000.0,1.0,156.0,False,0.0,True,165.0,284.0,2.0,4100
259000.0,4.0,177.0,False,0.0,True,300.0,548.0,4.0,4845
465000.0,3.0,154.0,True,16.0,True,80.0,223.0,3.0,3060
139000.0,3.0,157.0,True,45.0,True,175.0,246.0,2.0,4480
750000.0,4.0,220.0,True,213.0,True,725.0,815.0,3.0,1390
300000.0,4.0,197.0,False,0.0,False,0.0,8427.0,4.0,5621
70000.0,3.0,155.0,False,0.0,False,0.0,294.0,3.0,5670
165000.0,2.0,92.0,True,14.0,True,2030.0,2122.0,3.0,4540
239000.0,4.0,128.0,True,20.0,True,200.0,344.0,2.0,4500
795000.0,4.0,220.0,True,100.0,True,3500.0,4385.0,3.0,4577
345000.0,5.0,285.0,False,0.0,False,0.0,315.0,2.0,6900
319000.0,2.0,190.0,False,0.0,False,0.0,90.0,2.0,1500
319000.0,2.0,190.0,False,0.0,False,0.0,90.0,2.0,1502
745000.0,6.0,465.0,True,55.0,True,1200.0,1532.0,4.0,1640
560000.0,5.0,277.0,False,0.0,False,0.0,1323.0,4.0,4180
463000.0,4.0,231.0,True,23.0,True,500.0,511.0,3.0,2222
463000.0,4.0,231.0,True,23.0,True,500.0,597.0,3.0,2222
463000.0,4.0,231.0,True,23.0,True,500.0,598.0,3.0,2222
379000.0,4.0,130.0,False,0.0,True,960.0,1055.0,4.0,4750
599000.0,3.0,160.0,True,40.0,True,2000.0,2600.0,4.0,5030
599000.0,3.0,160.0,True,40.0,True,2000.0,2600.0,4.0,5190
99000.0,2.0,110.0,False,0.0,True,246.0,306.0,2.0,4051
309000.0,3.0,140.0,True,80.0,True,1800.0,2014.0,3.0,4870
149000.0,3.0,93.0,False,0.0,True,25.0,90.0,2.0,7700
449000.0,5.0,250.0,True,17.0,True,100.0,265.0,2.0,3700
199900.0,4.0,135.0,True,10.0,True,90.0,149.0,2.0,6041
139500.0,2.0,75.0,True,18.0,True,55.0,138.0,2.0,4100
159000.0,2.0,90.0,True,15.0,True,30.0,90.0,2.0,4041
310000.0,4.0,169.0,False,0.0,True,200.0,350.0,4.0,6750
269000.0,5.0,211.0,True,75.0,False,0.0,1000.0,4.0,7530
240000.0,5.0,120.0,True,50.0,True,700.0,750.0,4.0,7160
240000.0,2.0,120.0,True,50.0,True,700.0,750.0,4.0,7160
179000.0,2.0,80.0,True,77.0,True,60.0,144.0,2.0,4020
179900.0,3.0,128.0,True,100.0,True,100.0,290.0,2.0,6060
240000.0,3.0,98.0,True,17.0,True,184.0,184.0,3.0,5570
350000.0,4.0,240.0,True,20.0,True,137.0,212.0,3.0,1310
185000.0,3.0,90.0,True,20.0,True,40.0,211.0,3.0,4100
325000.0,2.0,110.0,False,0.0,False,0.0,532.0,4.0,1421
315000.0,1.0,94.0,True,30.0,True,247.0,247.0,3.0,1325
550000.0,5.0,300.0,False,0.0,False,0.0,180.0,2.0,5030
350000.0,2.0,175.0,True,12.0,True,200.0,426.0,3.0,9120
109000.0,2.0,115.0,False,0.0,False,0.0,55.0,2.0,4500
219900.0,3.0,120.0,False,0.0,True,135.0,245.0,2.0,4020
229000.0,2.0,130.0,True,15.0,True,250.0,385.0,3.0,4520
259000.0,4.0,205.0,True,10.0,False,0.0,216.0,2.0,2845
750000.0,6.0,362.0,True,55.0,True,3028.0,3244.0,4.0,4730
1090.0,13.0,440.0,False,0.0,False,0.0,250.0,2.0,4020
195000.0,3.0,135.0,False,0.0,False,0.0,516.0,3.0,3806
197500.0,5.0,166.0,True,40.0,False,0.0,130.0,2.0,5000
350000.0,5.0,150.0,False,0.0,False,0.0,1500.0,4.0,5310
155000.0,3.0,153.0,False,0.0,False,0.0,337.0,4.0,5600
137000.0,2.0,90.0,True,24.0,True,45.0,125.0,2.0,4400
225000.0,5.0,146.0,False,0.0,False,0.0,310.0,2.0,7700
1795.0,5.0,401.0,False,0.0,True,3700.0,3700.0,4.0,2930
199500.0,4.0,200.0,False,0.0,False,0.0,81.0,2.0,4500
379000.0,4.0,230.0,False,0.0,False,0.0,1262.0,4.0,7061
349000.0,4.0,220.0,False,0.0,True,2029.0,2027.0,4.0,2480
495000.0,4.0,176.0,True,21.0,False,0.0,586.0,3.0,3080
1100.0,5.0,220.0,True,30.0,True,837.0,1028.0,4.0,1640
269000.0,3.0,188.0,True,42.0,False,0.0,724.0,3.0,1790
1495.0,8.0,506.0,True,100.0,True,3707.0,4275.0,4.0,7712
169000.0,3.0,189.0,False,0.0,True,230.0,309.0,3.0,6183
169900.0,4.0,160.0,True,35.0,False,0.0,125.0,2.0,4020
329000.0,2.0,70.0,True,20.0,True,45.0,230.0,2.0,4430
155000.0,4.0,120.0,True,15.0,True,55.0,150.0,2.0,4031
165000.0,3.0,133.0,False,0.0,False,0.0,97.0,2.0,4800
1690.0,4.0,392.0,True,40.0,True,400.0,555.0,2.0,1180
1690.0,4.0,392.0,True,40.0,True,400.0,555.0,2.0,1050
1690.0,4.0,392.0,True,40.0,True,400.0,555.0,2.0,1060
85000.0,2.0,72.0,True,14.0,True,100.0,210.0,3.0,7390
259000.0,4.0,160.0,True,40.0,False,0.0,115.0,4.0,4100
124000.0,2.0,81.0,True,12.0,True,144.0,352.0,3.0,4460
280000.0,2.0,120.0,True,4.0,False,0.0,45.0,3.0,1400
3295.0,6.0,570.0,True,40.0,True,2000.0,3449.0,4.0,1180
194000.0,3.0,111.0,True,21.0,True,357.0,400.0,4.0,4602
240000.0,3.0,145.0,True,25.0,True,3694.0,3694.0,4.0,6929
249000.0,3.0,131.0,True,20.0,True,319.0,376.0,3.0,4800
325000.0,4.0,175.0,True,62.0,True,182.0,248.0,3.0,4000
250000.0,3.0,83.0,True,6.0,True,150.0,278.0,3.0,5100
2975.0,5.0,495.0,True,64.0,True,250.0,410.0,2.0,1050
2975.0,5.0,495.0,True,64.0,True,250.0,410.0,2.0,1180
250000.0,4.0,188.0,True,32.0,True,170.0,500.0,4.0,4820
119000.0,1.0,66.0,True,12.0,False,0.0,53.0,3.0,4030
139000.0,1.0,66.0,True,12.0,False,0.0,53.0,3.0,4030
235000.0,4.0,145.0,False,0.0,False,0.0,100.0,2.0,4030
398000.0,3.0,154.0,False,0.0,True,300.0,680.0,4.0,3300
315000.0,3.0,180.0,True,15.0,True,254.0,630.0,4.0,3300
1995.0,6.0,585.0,True,150.0,True,62490.0,62490.0,4.0,2310
706500.0,4.0,278.0,False,0.0,False,0.0,1949.0,4.0,3500
399000.0,5.0,295.0,False,0.0,False,0.0,1371.0,4.0,3891
375000.0,4.0,300.0,False,0.0,False,0.0,2375.0,4.0,3945
384000.0,4.0,151.0,True,10.0,True,60.0,115.0,3.0,2530
375000.0,5.0,237.0,True,8.0,True,2851.0,3296.0,4.0,4350
260000.0,3.0,150.0,True,15.0,True,800.0,967.0,2.0,1350
499000.0,3.0,281.0,False,0.0,True,850.0,1321.0,4.0,2570
1495.0,5.0,876.0,False,0.0,False,0.0,30119.0,4.0,1500
680000.0,3.0,265.0,False,0.0,False,0.0,89.0,2.0,1000
199000.0,4.0,238.0,True,45.0,False,0.0,658.0,2.0,4570
319000.0,4.0,238.0,True,45.0,False,0.0,4148.0,2.0,4570
425000.0,4.0,221.0,False,0.0,False,0.0,1147.0,4.0,5300
299000.0,4.0,195.0,True,1.0,True,1.0,204.0,2.0,4821
525000.0,4.0,211.0,False,0.0,False,0.0,1032.0,3.0,3390
229000.0,6.0,145.0,True,30.0,True,100.0,195.0,2.0,4020
250000.0,4.0,260.0,True,50.0,True,450.0,498.0,2.0,4500
598000.0,2.0,147.0,True,20.0,True,386.0,464.0,3.0,1020
199000.0,2.0,140.0,False,0.0,False,0.0,130.0,2.0,3200
299000.0,3.0,160.0,False,0.0,False,0.0,1136.0,4.0,3272
149000.0,2.0,118.0,False,0.0,True,730.0,807.0,4.0,4920
385000.0,3.0,160.0,True,15.0,True,400.0,540.0,3.0,4651
349000.0,3.0,205.0,True,50.0,True,430.0,1250.0,4.0,6567
679000.0,5.0,350.0,True,50.0,True,3500.0,3983.0,4.0,6534
679000.0,5.0,350.0,True,50.0,True,3500.0,3983.0,4.0,6111
390000.0,4.0,188.0,True,110.0,True,500.0,883.0,3.0,7700
