Unnamed: 0,To rent,To sell,Price,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Area of the terrace,Garden,Area of the garden,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building,zipcode,type,price_per_sq_m,region
10033256,False,True,165000.0,2.0,106.0,True,False,False,True,10.0,True,53.0,101.0,101.0,2.0,False,Fraîchementrénové,4020,Maison,1633.6633663366338,Wallonia
10033771,False,True,149000.0,2.0,90.0,True,False,False,True,40.0,False,0.0,190.0,190.0,3.0,False,Àrafraîchir,4020,Immeuble,784.2105263157895,Wallonia
10033791,False,True,345000.0,3.0,168.0,True,False,False,True,25.0,True,1300.0,1550.0,1550.0,3.0,False,Bon,5060,Maisonbel-étage,222.58064516129033,Wallonia
10034302,False,True,185000.0,3.0,204.0,False,False,False,False,0.0,False,0.0,123.0,123.0,2.0,False,Àrénover,4040,Maison,1504.0650406504064,Wallonia
10034465,False,True,179999.0,3.0,128.0,False,False,False,True,90.0,True,810.0,1169.0,1169.0,3.0,False,Àrénover,6040,Maison,153.97690333618476,Wallonia
10034468,False,True,250000.0,4.0,194.0,True,False,False,False,0.0,True,609.0,695.0,695.0,4.0,False,Àrafraîchir,4771,Maison,359.71223021582733,Wallonia
10034520,False,True,239000.0,4.0,190.0,True,False,False,True,17.0,True,140.0,240.0,240.0,2.0,False,Excellentétat,7500,Maison,995.8333333333334,Wallonia
10034747,False,True,325000.0,5.0,273.0,True,False,False,True,43.0,True,260.0,469.0,469.0,2.0,True,Bon,3300,Maison,692.9637526652452,Flanders
10036627,False,True,70000.0,1.0,50.0,True,False,False,False,0.0,False,0.0,4626.0,4626.0,4.0,False,Àrénover,6941,Chalet,15.131863380890618,Wallonia
10036665,False,True,2750.0,4.0,725.0,True,False,False,True,220.0,True,5899.0,5899.0,5899.0,4.0,True,Excellentétat,2930,Villa,0.4661807085946771,Flanders
10036994,False,True,449000.0,3.0,180.0,True,False,False,False,0.0,False,0.0,570.0,570.0,3.0,False,Àrafraîchir,2630,Maison,787.719298245614,Flanders
10036998,False,True,579000.0,4.0,214.0,True,False,False,True,12.0,False,0.0,300.0,300.0,2.0,False,Excellentétat,2940,Maison,1930.0,Flanders
10037075,False,True,239000.0,4.0,125.0,True,False,True,True,30.0,True,240.0,343.0,343.0,2.0,False,Bon,4121,Maison,696.7930029154519,Wallonia
10037083,False,True,595000.0,4.0,170.0,True,False,False,True,36.0,True,80.0,148.0,148.0,2.0,False,Bon,1180,Maisonbel-étage,4020.2702702702704,Brussels
10037104,False,True,129000.0,2.0,95.0,True,False,False,False,0.0,False,0.0,232.0,232.0,3.0,False,Bon,6020,Maison,556.0344827586207,Wallonia
10037205,False,True,795000.0,5.0,315.0,True,False,False,True,26.0,True,2500.0,2800.0,2800.0,4.0,False,Bon,2950,Maison,283.92857142857144,Flanders
10037326,False,True,424000.0,3.0,230.0,True,False,False,True,32.0,False,0.0,1237.0,1237.0,4.0,False,Bon,3530,Villa,342.7647534357316,Flanders
10037748,False,True,350000.0,4.0,165.0,True,False,False,True,25.0,True,168.0,294.0,294.0,3.0,False,Excellentétat,4530,Maisonbel-étage,1190.4761904761904,Wallonia
10037865,False,True,590000.0,11.0,570.0,False,False,False,False,0.0,False,0.0,268.0,268.0,3.0,False,Àrafraîchir,4800,Immeuble,2201.492537313433,Wallonia
10038286,False,True,375000.0,4.0,190.0,True,False,False,False,0.0,False,0.0,1348.0,1348.0,3.0,False,Àrafraîchir,1730,Maison,278.1899109792285,Brussels
10038336,False,True,595000.0,5.0,207.0,True,False,False,True,57.0,False,0.0,251.0,251.0,2.0,False,Bon,1790,Immeublemixte,2370.5179282868526,Brussels
10038376,False,True,209000.0,3.0,166.0,True,False,False,False,0.0,True,77.0,127.0,127.0,2.0,False,Bon,4000,Maison,1645.6692913385828,Wallonia
10039933,False,True,170000.0,3.0,150.0,True,False,False,False,0.0,False,0.0,130.0,130.0,3.0,False,Excellentétat,5644,Maison,1307.6923076923076,Wallonia
10039934,False,True,195000.0,3.0,215.0,False,False,False,True,13.0,True,315.0,315.0,315.0,2.0,False,Àrénover,5002,Maison,619.047619047619,Wallonia
10040116,False,True,998000.0,3.0,450.0,True,False,False,False,0.0,True,1809.0,1809.0,1809.0,4.0,True,Bon,2970,Villa,551.6860143725816,Flanders
10040234,False,True,385000.0,2.0,140.0,True,False,False,False,0.0,True,1630.0,1630.0,1630.0,4.0,False,Fraîchementrénové,6110,Maison,236.19631901840492,Wallonia
10040693,False,True,190000.0,3.0,104.0,True,True,False,True,15.0,False,0.0,60.0,60.0,2.0,False,Fraîchementrénové,4020,Maison,3166.6666666666665,Wallonia
10041012,False,True,245000.0,4.0,202.0,True,False,False,True,30.0,False,0.0,2634.0,2634.0,4.0,False,Bon,7387,Maison,93.01442672741078,Wallonia
10041080,False,True,649000.0,4.0,250.0,True,False,False,True,22.0,True,320.0,320.0,320.0,3.0,False,Excellentétat,1420,Maison,2028.125,Brussels
10041081,False,True,675000.0,4.0,290.0,True,False,False,True,32.0,True,596.0,596.0,596.0,3.0,False,Excellentétat,1420,Maison,1132.5503355704698,Brussels
10041173,False,True,599000.0,3.0,240.0,True,False,False,True,10.0,False,0.0,735.0,735.0,4.0,False,Excellentétat,1500,Villa,814.9659863945578,Brussels
10041174,False,True,599000.0,3.0,240.0,True,False,False,True,10.0,False,0.0,735.0,735.0,4.0,False,Excellentétat,1500,Villa,814.9659863945578,Brussels
10041219,False,True,435000.0,4.0,130.0,True,False,False,True,20.0,True,300.0,359.0,359.0,3.0,False,Bon,1820,Maison,1211.699164345404,Brussels
10041222,False,True,154500.0,3.0,176.0,True,False,False,True,24.0,False,0.0,88.0,88.0,2.0,False,Bon,4020,Immeublemixte,1755.6818181818182,Wallonia
10041573,False,True,275000.0,3.0,124.0,True,False,False,True,41.0,True,1058.0,1195.0,1195.0,4.0,True,Bon,4287,Maison,230.1255230125523,Wallonia
10041875,False,True,169000.0,4.0,187.0,False,False,False,False,0.0,False,0.0,178.0,178.0,3.0,False,Àrénover,4100,Immeublemixte,949.438202247191,Wallonia
10041911,False,True,154500.0,3.0,88.0,True,False,False,True,24.0,False,0.0,88.0,88.0,2.0,False,Bon,4020,Maison,1755.6818181818182,Wallonia
10041961,False,True,425000.0,4.0,215.0,True,False,False,True,25.0,True,400.0,280.0,280.0,3.0,False,Excellentétat,1570,Maison,1517.857142857143,Brussels
10042296,False,True,259000.0,3.0,120.0,True,False,False,True,20.0,False,0.0,278.0,278.0,2.0,False,Bon,4400,Maison,931.6546762589928,Wallonia
10042316,False,True,274000.0,4.0,180.0,True,False,False,True,27.0,True,300.0,802.0,802.0,3.0,False,Àrafraîchir,2440,Maison,341.645885286783,Flanders
10042754,False,True,785000.0,3.0,160.0,True,False,False,True,12.0,False,0.0,2699.0,2699.0,4.0,True,Excellentétat,1380,Villa,290.84846239347905,Brussels
10042999,False,True,120000.0,3.0,120.0,True,False,False,True,10.0,True,130.0,180.0,180.0,2.0,False,Bon,6200,Maison,666.6666666666666,Wallonia
10043015,False,True,280000.0,6.0,250.0,True,False,False,True,150.0,True,500.0,1100.0,1100.0,4.0,False,Àrénover,4360,Maison,254.54545454545453,Wallonia
10043594,False,True,499000.0,16.0,673.0,False,False,False,False,0.0,True,329.0,595.0,595.0,2.0,False,Àrénover,5500,Maison,838.655462184874,Wallonia
10043608,False,True,375000.0,6.0,200.0,True,False,False,True,24.0,False,0.0,1274.0,1274.0,4.0,True,Bon,4987,Villa,294.3485086342229,Wallonia
10043666,False,True,370000.0,4.0,198.0,True,False,False,True,10.0,True,1300.0,1530.0,1530.0,3.0,False,Bon,7050,Maison,241.83006535947712,Wallonia
10043795,False,True,530000.0,2.0,154.0,True,False,False,False,0.0,False,0.0,155.0,155.0,2.0,False,Bon,1780,Immeuble,3419.3548387096776,Brussels
10043796,False,True,530000.0,2.0,154.0,True,False,False,False,0.0,False,0.0,155.0,155.0,2.0,False,Bon,1780,Maison,3419.3548387096776,Brussels
10044083,False,True,1300.0,3.0,297.0,True,False,False,False,0.0,False,0.0,5700.0,5700.0,4.0,False,Excellentétat,5580,Maison,0.22807017543859648,Wallonia
10044353,False,True,340000.0,4.0,280.0,True,False,False,False,0.0,True,350.0,500.0,500.0,3.0,False,Excellentétat,6760,Maison,680.0,Wallonia
10044710,False,True,390000.0,4.0,175.0,True,False,False,True,52.0,True,200.0,374.0,374.0,2.0,False,Bon,1800,Maison,1042.7807486631016,Brussels
10044799,False,True,449000.0,5.0,214.0,True,False,False,False,0.0,False,0.0,900.0,900.0,4.0,False,Bon,3020,Villa,498.8888888888889,Flanders
10045302,False,True,299000.0,4.0,178.0,True,False,False,True,80.0,True,750.0,850.0,850.0,4.0,False,Fraîchementrénové,6141,Maison,351.7647058823529,Wallonia
10046081,False,True,315000.0,8.0,340.0,True,False,False,False,0.0,False,0.0,930.0,930.0,4.0,False,Bon,5575,Immeuble,338.7096774193548,Wallonia
10046318,False,True,530000.0,4.0,340.0,True,False,False,True,30.0,False,0.0,160.0,160.0,2.0,False,Bon,4000,Maisondemaître,3312.5,Wallonia
10046405,False,True,149900.0,4.0,150.0,True,False,False,True,30.0,True,150.0,253.0,253.0,2.0,False,Àrafraîchir,6040,Maison,592.4901185770751,Wallonia
10046578,False,True,649000.0,4.0,290.0,True,False,False,False,0.0,False,0.0,2328.0,2328.0,4.0,False,Bon,2400,Villa,278.78006872852234,Flanders
10046752,False,True,219000.0,2.0,190.0,True,False,False,False,0.0,False,0.0,148.0,148.0,2.0,False,Bon,3580,Maison,1479.7297297297298,Flanders
10047449,False,True,275000.0,3.0,197.0,True,False,False,True,1.0,True,265.0,344.0,344.0,4.0,False,Bon,5170,Maison,799.4186046511628,Wallonia
10047540,False,True,595000.0,4.0,183.0,False,False,False,False,0.0,False,0.0,2000.0,2000.0,4.0,False,Excellentétat,1300,Maison,297.5,Brussels
10047610,False,True,149000.0,2.0,100.0,False,False,False,True,20.0,True,215.0,355.0,355.0,3.0,False,Bon,4030,Maison,419.71830985915494,Wallonia
10048106,False,True,99000.0,1.0,60.0,True,False,False,False,0.0,True,300.0,401.0,401.0,2.0,False,Bon,6060,Maison,246.88279301745635,Wallonia
10048553,False,True,219000.0,3.0,180.0,True,False,True,True,13.0,True,60.0,194.0,194.0,2.0,False,Bon,3600,Maison,1128.8659793814434,Flanders
10048876,False,True,299000.0,6.0,255.0,True,False,False,True,11.0,True,110.0,258.0,258.0,2.0,False,Fraîchementrénové,5670,Maison,1158.9147286821706,Wallonia
10048987,False,True,799000.0,5.0,485.0,True,False,False,True,46.0,True,390.0,490.0,490.0,2.0,False,Excellentétat,4000,Maisondemaître,1630.6122448979593,Wallonia
10049018,False,True,55000.0,2.0,80.0,False,False,False,False,0.0,True,50.0,50.0,50.0,2.0,False,Àrénover,7370,Maison,1100.0,Wallonia
10049139,False,True,265000.0,3.0,228.0,True,False,False,False,0.0,False,0.0,1018.0,1018.0,4.0,False,Excellentétat,7300,Maison,260.31434184675834,Wallonia
10049164,False,True,850000.0,5.0,297.0,True,False,False,True,45.0,True,2522.0,2672.0,2672.0,4.0,True,Bon,6120,Villa,318.1137724550898,Wallonia
10049558,False,True,249000.0,3.0,141.0,True,False,False,True,51.0,True,25.0,143.0,143.0,2.0,False,Excellentétat,4101,Maison,1741.2587412587413,Wallonia
10049587,False,True,239900.0,4.0,135.0,True,False,False,True,21.0,True,35.0,177.0,177.0,2.0,False,Bon,4100,Maison,1355.3672316384182,Wallonia
10050649,False,True,349000.0,4.0,150.0,True,False,False,True,12.0,True,852.0,1722.0,1722.0,4.0,False,Àrafraîchir,1350,Maison,202.67131242741,Brussels
10050853,False,True,199000.0,3.0,235.0,True,False,False,False,0.0,False,0.0,578.0,578.0,3.0,False,Àrénover,3740,Maison,344.29065743944636,Flanders
10051401,False,True,299000.0,2.0,200.0,True,False,False,False,0.0,False,0.0,690.0,690.0,3.0,False,Bon,6560,Maison,433.3333333333333,Wallonia
10051469,False,True,148000.0,3.0,109.0,True,False,False,False,0.0,True,31.0,105.0,105.0,2.0,False,Àrafraîchir,7700,Maison,1409.5238095238096,Wallonia
10052006,False,True,450000.0,8.0,439.0,True,False,False,True,160.0,True,230.0,708.0,708.0,2.0,False,Bon,7780,Maisondemaître,635.5932203389831,Wallonia
10052184,False,True,800000.0,8.0,350.0,True,False,False,True,50.0,True,2000.0,2000.0,2000.0,4.0,False,Bon,1380,Villa,400.0,Brussels
10052345,False,True,179900.0,4.0,130.0,True,False,False,True,39.0,False,0.0,340.0,340.0,3.0,False,Bon,6220,Maison,529.1176470588235,Wallonia
10052399,False,True,189000.0,2.0,90.0,True,False,False,True,20.0,True,335.0,465.0,465.0,2.0,False,Bon,6224,Maison,406.4516129032258,Wallonia
10052699,False,True,265000.0,3.0,130.0,True,False,False,True,30.0,True,700.0,1168.0,1168.0,4.0,False,Àrafraîchir,7830,Maison,226.8835616438356,Wallonia
10052724,False,True,205000.0,3.0,110.0,True,False,False,False,0.0,True,40.0,379.0,379.0,4.0,False,Àrénover,4000,Maison,540.8970976253298,Wallonia
10052801,False,True,510000.0,2.0,180.0,True,False,False,False,0.0,True,580.0,873.0,873.0,4.0,False,Àrafraîchir,9150,Maison,584.192439862543,Flanders
10052884,False,True,295000.0,4.0,160.0,True,False,False,True,30.0,True,1250.0,2100.0,2100.0,3.0,False,Àrafraîchir,5630,Maison,140.47619047619048,Wallonia
10053175,False,True,385000.0,3.0,182.0,True,False,False,False,0.0,True,200.0,292.0,292.0,3.0,False,Àrafraîchir,2180,Maison,1318.4931506849316,Flanders
10053621,False,True,400000.0,5.0,247.0,True,False,False,True,30.0,True,30.0,170.0,170.0,2.0,False,Bon,7500,Maison,2352.9411764705883,Wallonia
10054047,False,True,285000.0,4.0,396.0,True,False,False,False,0.0,False,0.0,327.0,327.0,3.0,False,Bon,4170,Maison,871.559633027523,Wallonia
10054243,False,True,285000.0,8.0,360.0,False,False,False,False,0.0,False,0.0,166.0,166.0,2.0,False,Àrestaurer,4800,Immeuble,1716.867469879518,Wallonia
10054334,False,True,169000.0,3.0,122.0,True,False,False,True,40.0,True,880.0,1008.0,1008.0,2.0,False,Bon,4161,Maison,167.65873015873015,Wallonia
10054568,False,True,185000.0,2.0,86.0,True,False,False,True,20.0,True,130.0,230.0,230.0,3.0,False,Bon,5300,Maison,804.3478260869565,Wallonia
10055431,False,True,235000.0,4.0,348.0,True,False,False,True,55.0,False,0.0,152.0,152.0,2.0,False,Bon,4800,Maisondemaître,1546.0526315789473,Wallonia
10055467,False,True,199000.0,3.0,188.0,True,False,False,False,0.0,True,704.0,1018.0,1018.0,4.0,False,Àrénover,3800,Maison,195.48133595284872,Flanders
10055468,False,True,289000.0,3.0,218.0,True,False,True,True,20.0,True,880.0,1342.0,1342.0,4.0,False,Bon,4577,Maison,215.35022354694485,Wallonia
10056607,False,True,185000.0,3.0,90.0,True,False,False,False,0.0,False,0.0,30.0,30.0,2.0,False,Bon,7850,Maison,6166.666666666667,Wallonia
10056695,False,True,270000.0,4.0,170.0,False,False,False,False,0.0,False,0.0,1685.0,1685.0,4.0,False,Àrénover,5081,Maison,160.2373887240356,Wallonia
10056905,False,True,890000.0,5.0,560.0,True,False,True,True,100.0,True,3000.0,3433.0,3433.0,4.0,False,Bon,4700,Villa,259.24847072531315,Wallonia
10056968,False,True,345000.0,1.0,132.0,True,False,False,False,0.0,False,0.0,685.0,685.0,4.0,False,Àrafraîchir,3210,Maison,503.64963503649636,Flanders
10057044,False,True,539000.0,6.0,212.0,True,False,False,True,10.0,False,0.0,1081.0,1081.0,4.0,False,Bon,4950,Villa,498.61239592969474,Wallonia
10057499,False,True,340000.0,3.0,288.0,True,False,False,True,25.0,True,200.0,3480.0,3480.0,4.0,False,Àrafraîchir,7866,Villa,97.70114942528735,Wallonia
10057722,False,True,725000.0,4.0,257.0,True,False,False,False,0.0,False,0.0,388.0,388.0,2.0,False,Bon,3000,Maisondemaître,1868.5567010309278,Flanders
10057743,False,True,125000.0,3.0,100.0,True,False,False,True,20.0,True,450.0,507.0,507.0,2.0,False,Àrénover,4540,Maison,246.5483234714004,Wallonia
10058043,False,True,164500.0,3.0,142.0,False,False,False,True,12.0,True,1200.0,1290.0,1290.0,2.0,False,Bon,4500,Maison,127.51937984496124,Wallonia
10058045,False,True,164500.0,3.0,142.0,False,False,False,True,12.0,True,1200.0,1290.0,1290.0,2.0,False,Bon,4500,Immeuble,127.51937984496124,Wallonia
10058755,False,True,3490.0,5.0,758.0,False,False,True,True,72.0,False,0.0,390.0,390.0,2.0,False,Bon,1050,Maison,8.948717948717949,Brussels
10059450,False,True,199000.0,5.0,120.0,True,False,False,False,0.0,True,50.0,127.0,127.0,2.0,False,Àrafraîchir,4830,Maison,1566.9291338582677,Wallonia
10059451,False,True,600000.0,6.0,320.0,True,False,False,True,30.0,True,600.0,991.0,991.0,4.0,False,Excellentétat,7910,Maison,605.4490413723512,Wallonia
10059488,False,True,199900.0,4.0,270.0,True,False,False,True,20.0,False,0.0,210.0,210.0,2.0,False,Àrafraîchir,6238,Maison,951.9047619047619,Wallonia
10059554,False,True,175000.0,5.0,171.0,True,False,False,False,0.0,False,0.0,60.0,60.0,2.0,False,Bon,4800,Immeuble,2916.6666666666665,Wallonia
10059733,False,True,199500.0,2.0,100.0,True,False,False,False,0.0,False,0.0,53.0,53.0,3.0,False,Excellentétat,4430,Maison,3764.1509433962265,Wallonia
10059901,False,True,699000.0,6.0,365.0,True,False,False,False,0.0,False,0.0,234.0,234.0,2.0,False,Bon,4000,Immeuble,2987.1794871794873,Wallonia
10060038,False,True,239500.0,4.0,145.0,True,False,False,True,1765.0,True,1750.0,1800.0,1800.0,3.0,False,Bon,4460,Maison,133.05555555555554,Wallonia
10060170,False,True,375000.0,5.0,290.0,True,False,False,False,0.0,True,195.0,300.0,300.0,2.0,False,Excellentétat,2360,Immeublemixte,1250.0,Flanders
10060230,False,True,275000.0,4.0,180.0,True,False,False,True,10.0,False,0.0,170.0,170.0,3.0,False,Bon,6061,Immeuble,1617.6470588235295,Wallonia
10060267,False,True,259000.0,5.0,205.0,True,False,False,True,40.0,True,100.0,235.0,235.0,2.0,False,Excellentétat,9600,Maison,1102.127659574468,Flanders
10060389,False,True,369000.0,5.0,224.0,True,False,False,True,46.0,True,80.0,260.0,260.0,2.0,False,Fraîchementrénové,4802,Maison,1419.2307692307693,Wallonia
10061787,False,True,395000.0,3.0,180.0,True,False,False,False,0.0,False,0.0,590.0,590.0,3.0,False,Bon,5530,Immeuble,669.4915254237288,Wallonia
10062121,False,True,249900.0,3.0,150.0,True,False,False,True,30.0,True,350.0,479.0,479.0,2.0,False,Bon,6230,Maison,521.7118997912318,Wallonia
10062215,False,True,249900.0,3.0,150.0,True,False,False,True,35.0,True,370.0,494.0,494.0,4.0,False,Àrafraîchir,6230,Maison,505.87044534412956,Wallonia
10062490,False,True,145000.0,3.0,130.0,True,False,False,False,0.0,False,0.0,58.0,58.0,3.0,False,Àrafraîchir,8930,Maison,2500.0,Brussels
10062985,False,True,110000.0,4.0,139.0,True,False,False,True,30.0,True,1400.0,1463.0,1463.0,4.0,False,Bon,4800,Maison,75.18796992481202,Wallonia
10063022,False,True,289000.0,2.0,100.0,True,False,False,False,0.0,True,711.0,988.0,988.0,4.0,False,Bon,5070,Maison,292.5101214574899,Wallonia
10063302,False,True,249999.0,3.0,203.0,True,False,False,True,12.0,True,1962.0,120.0,120.0,4.0,False,Àrafraîchir,6010,Maison,2083.325,Wallonia
10063479,False,True,1395.0,5.0,282.0,True,False,False,True,45.0,True,2092.0,2092.0,2092.0,4.0,False,Excellentétat,3001,Maison,0.6668260038240917,Flanders
10063539,False,True,225000.0,4.0,170.0,True,False,False,False,0.0,True,200.0,348.0,348.0,2.0,False,Bon,6040,Immeuble,646.551724137931,Wallonia
10064287,False,True,230000.0,2.0,133.0,False,False,False,False,0.0,True,88.0,362.0,362.0,4.0,False,Bon,7830,Maisondecampagne,635.3591160220994,Wallonia
10064484,False,True,285000.0,3.0,111.0,True,False,False,True,36.0,True,231.0,287.0,287.0,2.0,False,Bon,4280,Maison,993.0313588850174,Wallonia
10064705,False,True,155000.0,2.0,70.0,True,False,False,True,5.0,False,0.0,70.0,70.0,2.0,False,Bon,4870,Maison,2214.285714285714,Wallonia
10064746,False,True,320000.0,4.0,180.0,True,False,False,True,30.0,True,425.0,555.0,555.0,4.0,False,Bon,7133,Villa,576.5765765765766,Wallonia
10064753,False,True,299000.0,3.0,149.0,True,False,False,True,20.0,False,0.0,295.0,295.0,3.0,False,Bon,1760,Maison,1013.5593220338983,Brussels
10064855,False,True,1750.0,4.0,400.0,True,False,False,False,0.0,False,0.0,8749.0,8749.0,4.0,False,Excellentétat,2950,Villa,0.20002285975540063,Flanders
10064857,False,True,269000.0,2.0,104.0,True,False,False,True,26.0,False,0.0,170.0,170.0,2.0,False,Bon,1600,Maison,1582.3529411764705,Brussels
10065334,False,True,195000.0,2.0,130.0,False,False,False,False,0.0,False,0.0,80.0,80.0,2.0,False,Bon,5070,Maison,2437.5,Wallonia
10065531,False,True,950000.0,5.0,431.0,True,False,False,True,20.0,True,19905.0,19905.0,19905.0,4.0,False,Bon,3900,Villa,47.72670183371012,Flanders
10065698,False,True,180000.0,5.0,200.0,True,False,False,False,0.0,False,0.0,57.0,57.0,2.0,False,Bon,4800,Immeuble,3157.8947368421054,Wallonia
10065751,False,True,245000.0,3.0,136.0,True,False,False,True,30.0,True,876.0,876.0,876.0,3.0,False,Bon,1755,Maison,279.68036529680364,Brussels
10065964,False,True,549000.0,2.0,270.0,True,False,False,True,45.0,False,0.0,321.0,321.0,4.0,False,Bon,5001,Immeublemixte,1710.2803738317757,Wallonia
10066792,False,True,180000.0,3.0,160.0,True,False,False,False,0.0,False,0.0,585.0,585.0,3.0,False,Àrafraîchir,5060,Maison,307.6923076923077,Wallonia
10066930,False,True,389000.0,3.0,332.0,False,False,False,True,20.0,False,0.0,1435.0,1435.0,4.0,True,Àrafraîchir,6001,Villa,271.0801393728223,Wallonia
10067086,False,True,195000.0,3.0,143.0,True,False,False,True,22.0,True,48.0,141.0,141.0,2.0,False,Bon,7700,Maison,1382.9787234042553,Wallonia
10067388,False,True,90000.0,2.0,128.0,True,False,False,True,15.0,False,0.0,110.0,110.0,2.0,False,Àrafraîchir,7340,Maison,818.1818181818181,Wallonia
10068402,False,True,379000.0,5.0,233.0,True,False,False,False,0.0,False,0.0,1111.0,1111.0,4.0,False,Fraîchementrénové,4210,Maison,341.13411341134116,Wallonia
10068687,False,True,275000.0,2.0,173.0,False,False,False,False,0.0,False,0.0,800.0,800.0,3.0,False,Àrénover,4140,Maisondecampagne,343.75,Wallonia
10068842,False,True,209000.0,4.0,188.0,True,False,False,True,30.0,True,320.0,511.0,511.0,2.0,False,Àrafraîchir,4100,Maison,409.00195694716245,Wallonia
10069070,False,True,199000.0,2.0,147.0,True,False,False,True,35.0,True,328.0,475.0,475.0,3.0,False,Bon,7170,Maison,418.94736842105266,Wallonia
10069232,False,True,795000.0,8.0,625.0,True,False,False,False,0.0,False,0.0,56483.0,56483.0,4.0,False,Àrafraîchir,5650,Bienexceptionnel,14.07503142538463,Wallonia
10069411,False,True,225000.0,3.0,156.0,False,False,False,False,0.0,False,0.0,520.0,520.0,3.0,False,Àrénover,4140,Maisondecampagne,432.6923076923077,Wallonia
10069608,False,True,99000.0,4.0,151.0,False,False,False,False,0.0,False,0.0,1040.0,1040.0,4.0,False,Àrénover,6182,Maison,95.1923076923077,Wallonia
10069785,False,True,1500.0,6.0,500.0,True,False,False,True,60.0,False,0.0,6000.0,6000.0,4.0,True,Bon,5030,Bienexceptionnel,0.25,Wallonia
10069935,False,True,885000.0,5.0,270.0,True,False,False,True,30.0,True,450.0,610.0,610.0,3.0,False,Bon,1180,Autresbiens,1450.8196721311476,Brussels
10070073,False,True,265000.0,3.0,155.0,True,False,False,True,17.0,False,0.0,300.0,300.0,3.0,False,Bon,5002,Maison,883.3333333333334,Wallonia
10070100,False,True,249000.0,2.0,119.0,True,False,False,True,87.0,True,984.0,1622.0,1622.0,4.0,False,Bon,4920,Maison,153.5141800246609,Wallonia
10070652,False,True,120000.0,3.0,90.0,True,False,False,False,0.0,False,0.0,161.0,161.0,2.0,False,Fraîchementrénové,6061,Maison,745.3416149068323,Wallonia
10070938,False,True,319000.0,4.0,285.0,True,False,False,True,2.0,False,0.0,171.0,171.0,2.0,False,Bon,4800,Immeuble,1865.4970760233919,Wallonia
10071302,False,True,529000.0,6.0,310.0,True,False,False,False,0.0,True,57.0,157.0,157.0,3.0,False,Bon,8000,Maisondemaître,3369.4267515923566,Brussels
10071305,False,True,799000.0,10.0,525.0,True,False,False,False,0.0,True,57.0,221.0,221.0,2.0,False,Àrénover,8000,Bienexceptionnel,3615.3846153846152,Brussels
10071773,False,True,189000.0,2.0,100.0,True,False,False,True,23.0,True,23.0,72.0,72.0,2.0,False,Bon,9300,Maison,2625.0,Flanders
10071913,False,True,169000.0,2.0,60.0,True,False,False,True,17.0,False,0.0,60.0,60.0,2.0,False,Bon,4102,Maison,2816.6666666666665,Wallonia
10072034,False,True,229000.0,3.0,90.0,False,False,False,False,0.0,True,1000.0,1152.0,1152.0,4.0,False,Àrénover,5020,Villa,198.78472222222223,Wallonia
10072138,False,True,320000.0,4.0,180.0,True,False,False,True,50.0,True,826.0,1200.0,1200.0,3.0,False,Bon,7190,Maison,266.6666666666667,Wallonia
10072204,False,True,550000.0,3.0,180.0,True,False,False,True,56.0,False,0.0,180.0,180.0,2.0,False,Bon,1200,Maison,3055.5555555555557,Brussels
10072454,False,True,149000.0,3.0,75.0,True,False,False,False,0.0,False,0.0,105.0,105.0,2.0,False,Àrafraîchir,6060,Maison,1419.047619047619,Wallonia
10072497,False,True,399000.0,3.0,143.0,True,False,False,True,100.0,True,1250.0,1430.0,1430.0,4.0,False,Bon,5310,Maison,279.02097902097904,Wallonia
10072778,False,True,159000.0,1.0,92.0,True,False,False,False,0.0,False,0.0,2100.0,2100.0,3.0,False,Àrénover,7861,Maisondecampagne,75.71428571428571,Wallonia
10072852,False,True,365000.0,4.0,145.0,True,False,False,True,35.0,False,0.0,249.0,249.0,3.0,False,Bon,1490,Maison,1465.863453815261,Brussels
10072860,False,True,259000.0,4.0,208.0,True,False,False,True,30.0,True,681.0,1095.0,1095.0,4.0,False,Bon,4570,Maisondecampagne,236.5296803652968,Wallonia
10073072,False,True,155000.0,5.0,353.0,True,False,False,True,11.0,False,0.0,128.0,128.0,2.0,False,Bon,4102,Maison,1210.9375,Wallonia
10073218,False,True,645000.0,5.0,205.0,True,False,False,True,20.0,False,0.0,344.0,344.0,2.0,False,Bon,1933,Maison,1875.0,Brussels
10073233,False,True,698000.0,3.0,595.0,True,False,False,True,41.0,True,41.0,332.0,332.0,2.0,False,Bon,9000,Maison,2102.409638554217,Flanders
10073234,False,True,698000.0,3.0,595.0,True,False,False,True,41.0,True,41.0,332.0,332.0,2.0,False,Bon,9000,Autresbiens,2102.409638554217,Flanders
10073832,False,True,700000.0,8.0,320.0,True,False,False,True,280.0,True,5000.0,5428.0,5428.0,4.0,True,Bon,5032,Bienexceptionnel,128.96094325718497,Wallonia
10074064,False,True,165000.0,2.0,128.0,False,False,False,False,0.0,False,0.0,330.0,330.0,4.0,False,Àrafraîchir,6183,Maison,500.0,Wallonia
10074729,False,True,385000.0,2.0,188.0,True,False,False,False,0.0,False,0.0,802.0,802.0,4.0,False,Bon,2460,Maison,480.0498753117207,Flanders
10074824,False,True,474500.0,5.0,321.0,True,False,False,False,0.0,False,0.0,5000.0,5000.0,4.0,False,Excellentétat,7120,Maison,94.9,Wallonia
